track type=wiggle_0 name="Cons 100 Verts" description="100 vertebrates Basewise Conservation by PhyloP"
#	output date: 2023-01-19 05:16:45 UTC
#	chrom specified: chr6
#	position specified: 18223000-18225800
#	This data has been compressed with a minor loss in resolution.
#	(Worst case: 0.0740937)  The original source data
#	(before querying and compression) is available at 
#		http://hgdownload.soe.ucsc.edu/downloads.html
variableStep chrom=chr6 span=1
18223000	0.608142
18223001	0.739937
18223002	1.33302
18223003	2.45328
18223004	0.674039
18223005	0.674039
18223006	-1.63238
18223007	0.410449
18223008	1.7943
18223009	0.608142
18223010	1.39891
18223011	0.739937
18223012	0.410449
18223013	-0.643913
18223014	-0.578016
18223015	-0.578016
18223016	0.015063
18223017	-0.512118
18223018	-0.643913
18223019	0.0809606
18223020	0.278654
18223021	-0.0508346
18223022	-0.0508346
18223023	-0.314425
18223024	-0.643913
18223025	-1.23699
18223026	-1.0393
18223027	-0.0508346
18223028	-0.643913
18223029	0.93763
18223030	0.476346
18223031	-0.512118
18223032	0.410449
18223033	-0.380323
18223034	-2.35725
18223035	0.212756
18223036	0.344551
18223037	0.344551
18223038	0.344551
18223039	0.344551
18223040	0.015063
18223041	-0.116732
18223042	0.278654
18223043	-0.18263
18223044	-1.23699
18223045	0.344551
18223046	-0.380323
18223047	0.410449
18223048	0.278654
18223049	0.608142
18223050	0.542244
18223051	0.476346
18223052	2.05789
18223053	-0.775709
18223054	-0.248528
18223055	1.26712
18223056	-0.512118
18223057	-0.44622
18223058	-0.18263
18223059	-0.44622
18223060	0.542244
18223061	-0.0508346
18223062	0.410449
18223063	-0.973402
18223064	0.278654
18223065	-0.973402
18223066	-0.44622
18223067	-1.30289
18223068	0.805835
18223069	-1.17109
18223070	-0.709811
18223071	0.0809606
18223072	-0.0508346
18223073	-0.314425
18223074	-0.116732
18223075	-0.0508346
18223076	-1.17109
18223077	0.015063
18223078	-0.0508346
18223079	2.84866
18223080	0.410449
18223081	0.344551
18223082	-0.44622
18223083	0.015063
18223084	1.33302
18223085	0.146858
18223086	-1.17109
18223087	0.278654
18223088	0.410449
18223089	-0.973402
18223090	-0.775709
18223091	-0.18263
18223092	-0.0508346
18223093	1.8602
18223094	0.0809606
18223095	0.608142
18223096	1.06943
18223097	0.93763
18223098	0.146858
18223099	2.58507
18223100	1.13532
18223101	0.278654
18223102	0.608142
18223103	0.739937
18223104	0.674039
18223105	-0.841606
18223106	-0.380323
18223107	-0.0508346
18223108	0.212756
18223109	1.59661
18223110	1.13532
18223111	-0.643913
18223112	-0.116732
18223113	-0.44622
18223114	0.278654
18223115	1.53071
18223116	0.344551
18223117	0.344551
18223118	0.608142
18223119	1.8602
18223120	3.63943
18223121	0.146858
18223122	0.608142
18223123	0.542244
18223124	0.410449
18223125	4.03482
18223126	1.53071
18223127	1.00353
18223128	1.06943
18223129	0.476346
18223130	-0.248528
18223131	1.00353
18223132	-0.841606
18223133	1.20122
18223134	0.015063
18223135	2.71687
18223136	0.344551
18223137	1.46481
18223138	1.7943
18223139	0.015063
18223140	1.06943
18223141	0.278654
18223142	-0.709811
18223143	-0.0508346
18223144	1.59661
18223145	1.20122
18223146	0.212756
18223147	2.05789
18223148	1.26712
18223149	1.00353
18223150	0.674039
18223151	1.6625
18223152	-0.380323
18223153	1.20122
18223154	1.39891
18223155	2.71687
18223156	2.78276
18223157	2.71687
18223158	1.46481
18223159	1.26712
18223160	0.805835
18223161	0.344551
18223162	1.26712
18223163	0.278654
18223164	0.93763
18223165	-0.841606
18223166	2.05789
18223167	0.015063
18223168	-0.841606
18223169	1.99199
18223170	-1.23699
18223171	-0.116732
18223172	0.476346
18223173	-1.50058
18223174	1.59661
18223175	-0.0508346
18223176	0.212756
18223177	0.344551
18223178	0.212756
18223179	0.015063
18223180	0.344551
18223181	-0.314425
18223182	1.7284
18223183	0.146858
18223184	0.608142
18223185	0.278654
18223186	0.476346
18223187	1.06943
18223188	0.015063
18223189	-0.512118
18223190	0.0809606
18223191	1.33302
18223192	0.871732
18223193	0.871732
18223194	0.805835
18223195	0.476346
18223196	-0.512118
18223197	0.93763
18223198	0.015063
18223199	0.674039
18223200	-0.44622
18223201	1.00353
18223202	0.212756
18223203	1.8602
18223204	1.20122
18223205	0.674039
18223206	0.410449
18223207	0.212756
18223208	-0.248528
18223209	2.12379
18223210	-0.18263
18223211	1.53071
18223212	0.146858
18223213	1.6625
18223214	0.608142
18223215	0.608142
18223216	0.410449
18223217	-0.0508346
18223218	-0.775709
18223219	0.015063
18223220	2.12379
18223221	-0.18263
18223222	1.8602
18223223	0.674039
18223224	-0.116732
18223225	1.46481
18223226	0.871732
18223227	3.70533
18223228	0.542244
